label_regime,feature_set,real_roc_auc,perm_auc_mean,perm_auc_ci_low,perm_auc_ci_high,p_perm_ge_real,permutation_n
expanded_deterministic,baseline_output_confidence,0.8200334086422393,0.5018761153001045,0.45791045678105563,0.5429215826646956,0.0,500
expanded_deterministic,combined_compact,0.8664243145494946,0.5002279659467384,0.45995092524583864,0.5436076529963957,0.0,500
expanded_deterministic,combined_full,0.8897855710615457,0.5003615385330569,0.45794152557868545,0.543870846775818,0.0,500
expanded_deterministic,commitment_dynamics_full,0.7625290156227241,0.49836852397643416,0.45450513061291536,0.5442680780113489,0.0,500
expanded_deterministic,commitment_dynamics_single,0.750684133374242,0.5001765451497036,0.4559000498960242,0.5446457072374028,0.0,500
expanded_deterministic,layer_l33_diff,0.5657279396041169,0.49978840366813254,0.45486819391888333,0.5439095084466841,0.004,500
expanded_deterministic,layer_l33_diff_in_full,0.8707166122769013,0.5008103300265596,0.4572513488971739,0.5486952654561457,0.0,500
expanded_deterministic,layer_l33_full,0.8538108475815924,0.5005877875607042,0.46009038618283016,0.543452851356335,0.0,500
expanded_deterministic,layer_l33_single,0.8511920810980844,0.4996122614055803,0.4547333816797915,0.5402010096971838,0.0,500
expanded_deterministic,workspace_compact,0.8152917367845266,0.5020432762783145,0.4588695606360659,0.545400190906527,0.0,500
expanded_deterministic,workspace_full,0.8649150372980527,0.4995288203774123,0.45827917600280166,0.5460273002531991,0.0,500
expanded_deterministic,workspace_late_late_full,0.8636103027541986,0.4988652342478872,0.45016270442649015,0.5439295753259511,0.0,500
expanded_deterministic,workspace_late_late_single,0.8307595042628559,0.5000306504148189,0.4557598141760493,0.5423835733611015,0.0,500
expanded_deterministic,workspace_noise_single,0.8307595042628559,0.4990222920559951,0.45858877928292285,0.5420851269559397,0.0,500
high_quality_primary,baseline_output_confidence,0.8251413499871154,0.4989214412393324,0.45879075654454227,0.5428962726046292,0.0,500
high_quality_primary,combined_compact,0.8700459292719528,0.49976957147837686,0.4522115020236164,0.545051386215155,0.0,500
high_quality_primary,combined_full,0.893774537296691,0.49943296903184725,0.4516605023419381,0.5424879113549893,0.0,500
high_quality_primary,commitment_dynamics_full,0.7730821118370192,0.5008203422716042,0.4571579936638826,0.545642024525928,0.0,500
high_quality_primary,commitment_dynamics_single,0.758396871352564,0.5005372906277,0.4563846993375877,0.5413771960406845,0.0,500
high_quality_primary,layer_l33_diff,0.5627108881175061,0.4986969850388807,0.4540302557184217,0.5414670840217671,0.004,500
high_quality_primary,layer_l33_diff_in_full,0.8779766867259857,0.49960714253232474,0.4595263828045657,0.5405500144002667,0.0,500
high_quality_primary,layer_l33_full,0.8599263312667687,0.500613269466887,0.4578129784299162,0.5477268042018463,0.0,500
high_quality_primary,layer_l33_single,0.8589016385987783,0.4994310894180777,0.46085901380909794,0.5399229206772673,0.0,500
high_quality_primary,workspace_compact,0.819917842688454,0.4992290915705386,0.456302845189553,0.5414793621439723,0.0,500
high_quality_primary,workspace_full,0.8712888996680359,0.5002754543663124,0.4558875111791545,0.5461912810174168,0.0,500
high_quality_primary,workspace_late_late_full,0.8762971608737172,0.5000613239150535,0.4586563035273074,0.5392654348122659,0.0,500
high_quality_primary,workspace_late_late_single,0.8389625744645374,0.4983115490139607,0.45635529247699747,0.5378817207560898,0.0,500
high_quality_primary,workspace_noise_single,0.8389625744645374,0.5014275727213472,0.4562419093237938,0.5408443861696807,0.0,500
primary_with_llm_judge,baseline_output_confidence,0.8244243122045812,0.5002043721973094,0.46160397224578836,0.5419244637013695,0.0,500
primary_with_llm_judge,combined_compact,0.870024845473276,0.5001766755544782,0.4585427523936492,0.5441353320809599,0.0,500
primary_with_llm_judge,combined_full,0.8940189067991761,0.5015927826930069,0.4571133044479457,0.5433763331717366,0.0,500
primary_with_llm_judge,commitment_dynamics_full,0.7734365531450733,0.49725589625499933,0.4508796661010786,0.5405772785116955,0.0,500
primary_with_llm_judge,commitment_dynamics_single,0.758835292691795,0.4998754635801721,0.4590118621985214,0.5441116228335958,0.0,500
primary_with_llm_judge,layer_l33_diff,0.5634044358259604,0.5003844685492668,0.4557523330505393,0.542983123257787,0.004,500
primary_with_llm_judge,layer_l33_diff_in_full,0.8774360683553508,0.5007401163495334,0.4562271239849715,0.5453392770573263,0.0,500
primary_with_llm_judge,layer_l33_full,0.8593170524784874,0.5000244637013695,0.4580998515331475,0.5406020482365773,0.0,500
primary_with_llm_judge,layer_l33_single,0.8589413404435826,0.5004134832141559,0.45591352563325654,0.5418722730578112,0.0,500
primary_with_llm_judge,workspace_compact,0.8198339595200581,0.5004303902557266,0.45357842988728636,0.5446764786086534,0.0,500
primary_with_llm_judge,workspace_full,0.8712913586231972,0.5013979093443218,0.456463610471458,0.5404642619076476,0.0,500
primary_with_llm_judge,workspace_late_late_full,0.8759938189310386,0.49832689976972483,0.45459982123378984,0.5403764695188462,0.0,500
primary_with_llm_judge,workspace_late_late_single,0.8390679917585747,0.4998011574354623,0.4576280147860865,0.5401545267240334,0.0,500
primary_with_llm_judge,workspace_noise_single,0.8390679917585747,0.499803938916495,0.4579090413283239,0.5418566688886195,0.0,500
strict,baseline_output_confidence,0.8103665814151747,0.4965099289570901,0.4149820971867008,0.5787736572890024,0.0,500
strict,combined_compact,0.905541346973572,0.4998549360613811,0.41383063370275647,0.5797971014492753,0.0,500
strict,combined_full,0.9186018755328218,0.4986401818698494,0.4173100312588804,0.5842733731173628,0.0,500
strict,commitment_dynamics_full,0.8431031543052003,0.5003765842568912,0.41632480818414325,0.57149133276499,0.0,500
strict,commitment_dynamics_single,0.8316908212560387,0.5009183063370275,0.4153296391020176,0.5805822676896845,0.0,500
strict,layer_l33_diff,0.6685080988917306,0.49934624609263994,0.41542369991474853,0.5781781756180733,0.0,500
strict,layer_l33_diff_in_full,0.9088377379937482,0.4981777095765842,0.4113037794828076,0.5820815572605854,0.0,500
strict,layer_l33_full,0.8828871838590507,0.501728172776357,0.4219889173060528,0.585668940039784,0.0,500
strict,layer_l33_single,0.889434498437056,0.4984617902813299,0.419974992895709,0.5832253481102585,0.0,500
strict,workspace_compact,0.8704290991759022,0.5004989371980676,0.4129406081273089,0.5853907360045467,0.0,500
strict,workspace_full,0.8908439897698209,0.49872422847399833,0.40739244103438477,0.5866570048309179,0.0,500
strict,workspace_late_late_full,0.9118840579710144,0.4988408070474567,0.40664961636828645,0.5858005115089513,0.0,500
strict,workspace_late_late_single,0.869337880079568,0.498605171923842,0.4170528559249787,0.5897019039499857,0.0,500
strict,workspace_noise_single,0.869337880079568,0.4985702756464905,0.41478715544188693,0.5822341574310883,0.0,500
