label_regime,feature_set,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,bootstrap_n_effective
expanded_deterministic,baseline_output_confidence,0.8040431266846362,0.7706370865322554,0.8357718818591082,0.9339210194896643,0.917247690804027,0.9487667623884996,1000
expanded_deterministic,combined_compact,0.8092518394405186,0.779965063903079,0.8372901906202753,0.9372612723889533,0.9228503919510954,0.9508043897424856,1000
expanded_deterministic,combined_full,0.8167735120565309,0.7856563172844935,0.8452573079516494,0.9370404326434677,0.9201439137356862,0.9526496717344225,1000
expanded_deterministic,commitment_dynamics_full,0.724768704013987,0.6921935864226284,0.7557745426863518,0.9148764680331146,0.8982932715750285,0.9303745748784061,1000
expanded_deterministic,commitment_dynamics_single,0.7165841043199535,0.6843358039674202,0.749713686049014,0.9079442830814689,0.8886517025163625,0.925428815925946,1000
expanded_deterministic,layer_l33_diff,0.6236067603992133,0.5822136714298193,0.6654490321879533,0.840715652344838,0.81330136340335,0.8689231509080906,1000
expanded_deterministic,layer_l33_diff_in_full,0.7770088147446638,0.7459928773467226,0.8067456166379665,0.9301330459440798,0.9155451430398263,0.9436376498044966,1000
expanded_deterministic,layer_l33_full,0.7538427915786405,0.7201452431788227,0.7862985267083205,0.9161031230705069,0.8972887408670212,0.9327001096270456,1000
expanded_deterministic,layer_l33_single,0.7492423690536897,0.7142540470729493,0.7821849469228674,0.9102658625867892,0.8897420343065126,0.9298256699075188,1000
expanded_deterministic,workspace_compact,0.7359109783638087,0.706795837730964,0.7676715297428082,0.9168187877236672,0.9008736684439848,0.9326352861256468,1000
expanded_deterministic,workspace_full,0.7824943541924675,0.7519753135360083,0.813965523309738,0.9307521847935321,0.9153471969026998,0.9451957226498792,1000
expanded_deterministic,workspace_late_late_full,0.777427697239018,0.7438760817672053,0.8082308293474734,0.9301058119193995,0.9160476898176683,0.9437670039174088,1000
expanded_deterministic,workspace_late_late_single,0.7375209441247177,0.7059648500487965,0.7687501191822,0.9180244272302205,0.9016927366545039,0.9331115795912192,1000
expanded_deterministic,workspace_noise_single,0.7375209441247177,0.7037237584493443,0.7674649639956298,0.9180244272302205,0.9013096675456677,0.9336043978556909,1000
high_quality_primary,baseline_output_confidence,0.8057090567273866,0.7753014011321411,0.8369438744830924,0.9231389385273957,0.9028438156229376,0.9414472327944948,1000
high_quality_primary,combined_compact,0.8099283608448578,0.7806194091399137,0.8379342120869592,0.9263065794022532,0.9092420898755658,0.9426788186304325,1000
high_quality_primary,combined_full,0.8131578197769643,0.7808754770227616,0.8422728888821365,0.9254019942698055,0.905156972680074,0.9422906645383348,1000
high_quality_primary,commitment_dynamics_full,0.7272264395482319,0.6964053946070351,0.7579785364196883,0.9000624535724465,0.881286838682123,0.9191851066674885,1000
high_quality_primary,commitment_dynamics_single,0.7216469884494324,0.6906605931919181,0.7521695477632714,0.8983287586622887,0.8781539963013141,0.9168335345055107,1000
high_quality_primary,layer_l33_diff,0.6043467733895433,0.5620754296629048,0.6406447256242916,0.8014994725447003,0.7714847414607195,0.8341545255651405,1000
high_quality_primary,layer_l33_diff_in_full,0.7794461139674989,0.7479254154109843,0.8098656286549101,0.9197719742804406,0.9030158508767517,0.9351717621088389,1000
high_quality_primary,layer_l33_full,0.7510788600401634,0.7175795819186014,0.7813489068838267,0.9014187601258385,0.8786918431229858,0.9199033622913377,1000
high_quality_primary,layer_l33_single,0.7396992010026633,0.7041808467639217,0.7717483638124373,0.8891825145141382,0.8658311542195352,0.910357808572835,1000
high_quality_primary,workspace_compact,0.7351950493498356,0.7041474420180667,0.7666378626968314,0.9012957912534488,0.8813348021017395,0.9199967553071987,1000
high_quality_primary,workspace_full,0.7838968567074474,0.7534853474442925,0.8129952964741102,0.9186286880701303,0.9017733146314243,0.9346672469827085,1000
high_quality_primary,workspace_late_late_full,0.777452181220002,0.7475536137145079,0.8082793700020184,0.9181790536890693,0.901015284095578,0.934091399889181,1000
high_quality_primary,workspace_late_late_single,0.7437689601640722,0.713907893869633,0.7726234547028715,0.9065714183110979,0.8878629431170205,0.9217160126670821,1000
high_quality_primary,workspace_noise_single,0.7437689601640722,0.7120466048955038,0.775045222553583,0.9065714183110979,0.8886589243017147,0.9239498674077187,1000
primary_with_llm_judge,baseline_output_confidence,0.8054905420113966,0.7754092228163885,0.8355647173966755,0.9233209435787814,0.90384544397707,0.9402559415637977,1000
primary_with_llm_judge,combined_compact,0.8112279378810405,0.7829998970077495,0.8392818242631012,0.9268696382549543,0.909862337870887,0.9433872451374542,1000
primary_with_llm_judge,combined_full,0.8142655919868534,0.7833180286333431,0.8424215896500361,0.9262522914144177,0.9068919308826711,0.9434830674416125,1000
primary_with_llm_judge,commitment_dynamics_full,0.7278240579359604,0.6946230223915313,0.758366350690982,0.9002659766049479,0.8784017470142652,0.9181143187118184,1000
primary_with_llm_judge,commitment_dynamics_single,0.721588685983396,0.6895992850173214,0.7530035197998639,0.8984228038334648,0.8804105846043211,0.9172722154639823,1000
primary_with_llm_judge,layer_l33_diff,0.606271653067177,0.5675214140835557,0.6489399674909071,0.8029649556836396,0.773684060986254,0.8375871756231642,1000
primary_with_llm_judge,layer_l33_diff_in_full,0.7800048374819483,0.7511980111170476,0.8106629510287092,0.9200510918856828,0.9046164993288095,0.9364150173000606,1000
primary_with_llm_judge,layer_l33_full,0.7516450995596469,0.7180835061928421,0.7827485787851863,0.9019184370106258,0.8825719149516518,0.9211360316406324,1000
primary_with_llm_judge,layer_l33_single,0.7407998918680506,0.7022149389112894,0.7732491303974478,0.8894663419524278,0.867070724629465,0.9129219749206272,1000
primary_with_llm_judge,workspace_compact,0.7355355732771807,0.7052082577232127,0.766282797371694,0.9012505508210116,0.8819183435788857,0.9196448289821003,1000
primary_with_llm_judge,workspace_full,0.7839459624810592,0.7539329427263736,0.8109706177743078,0.9190076429770186,0.9013413239698392,0.9346045283875478,1000
primary_with_llm_judge,workspace_late_late_full,0.77677866385903,0.7441689448620474,0.8055467931514547,0.9180665979262637,0.9009042034799698,0.9337442481412123,1000
primary_with_llm_judge,workspace_late_late_single,0.743570773072299,0.7116758332009564,0.7756093454172724,0.9064506837554087,0.8879431252931972,0.9224623739511976,1000
primary_with_llm_judge,workspace_noise_single,0.743570773072299,0.7136523442871455,0.7752984879389444,0.9064506837554087,0.8890300769783124,0.9238109671115952,1000
strict,baseline_output_confidence,0.8084590477043138,0.7761440803610717,0.8368440294577307,0.9382817091271821,0.9223101573470845,0.9532939214636396,1000
strict,combined_compact,0.8125848665264037,0.780389008477815,0.8407173292662637,0.9415679179418344,0.9263188069928497,0.954335804860568,1000
strict,combined_full,0.8229031439783936,0.7907501559707844,0.8524784473333497,0.9432664807335702,0.9263808119649248,0.9573138120231796,1000
strict,commitment_dynamics_full,0.7249242729456704,0.6928118621196694,0.7584505933698624,0.9169409779913913,0.8996227217902731,0.9328672126975261,1000
strict,commitment_dynamics_single,0.7180491517077756,0.6845511183312486,0.7501693440036866,0.912903698977259,0.8950889729267653,0.9294425164556931,1000
strict,layer_l33_diff,0.6399980601936822,0.5958754405034193,0.6831075621084939,0.8561631934231921,0.8303060740168461,0.8839096001655896,1000
strict,layer_l33_diff_in_full,0.7827528835966995,0.7529266632539583,0.8127406107027033,0.9336493104008502,0.918808658301658,0.9468303733070508,1000
strict,layer_l33_full,0.7659250637897848,0.7314559168337703,0.7999234828001017,0.9248988861271253,0.9075822801727598,0.9414012566229139,1000
strict,layer_l33_single,0.7587216676365698,0.7230940300112509,0.7920563060693016,0.9183717847567716,0.8983357272864353,0.9362828362532469,1000
strict,workspace_compact,0.7350448393691154,0.7015543577933219,0.7671423187115376,0.9195662111373315,0.9028909395237056,0.9355582209993321,1000
strict,workspace_full,0.7897138039601892,0.7573863486729512,0.8172962381786444,0.9354667739904248,0.9191309602978417,0.948438046472103,1000
strict,workspace_late_late_full,0.7824395302684393,0.7497974229522613,0.8117140779281125,0.9334548947806638,0.9180096976817123,0.9465442741463432,1000
strict,workspace_late_late_single,0.7406292433263201,0.7106237545367068,0.7712584608161128,0.922047950153027,0.9074280230934896,0.936067778198285,1000
strict,workspace_noise_single,0.7406292433263201,0.7063684479242217,0.7712180815468429,0.922047950153027,0.9070112584838588,0.9363025400696555,1000
