label_regime,feature_set,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,bootstrap_n_effective
expanded_deterministic,baseline_output_confidence,0.606308023872679,0.572256417586882,0.6415007696507526,0.9213670655594406,0.9067663275903414,0.9361195086038074,1000
expanded_deterministic,combined_compact,0.6695662349820565,0.6320033219162773,0.6999552866116688,0.9390665949772972,0.9269451771618341,0.9501411099569821,1000
expanded_deterministic,combined_full,0.7234138516149164,0.6922347341542736,0.7538980388838515,0.9508773729424543,0.9415895754452668,0.9607032290824057,1000
expanded_deterministic,commitment_dynamics_full,0.654421516617257,0.619315872912815,0.689388431581175,0.9339754190613798,0.9215522507174594,0.9458373219213787,1000
expanded_deterministic,commitment_dynamics_single,0.6547091980028086,0.6221574317434724,0.6866246475902883,0.9354229992344494,0.9236940922744824,0.9468067598985714,1000
expanded_deterministic,layer_l33_diff,0.4412325440786394,0.4048775929736918,0.47670504925706647,0.869954467635147,0.8505877661433179,0.8906428171661496,1000
expanded_deterministic,layer_l33_diff_in_full,0.7546516617256982,0.7249584553009624,0.7844195879044423,0.9547281527447897,0.9431193677155411,0.9643298942689591,1000
expanded_deterministic,layer_l33_full,0.7450362771103136,0.7097184612222921,0.7769337910045219,0.949574619911034,0.9369614448773002,0.9616612825356431,1000
expanded_deterministic,layer_l33_single,0.7336094749570915,0.7004379922998485,0.7652541078702982,0.9471355407141692,0.9344065935855805,0.9601309583830242,1000
expanded_deterministic,workspace_compact,0.6557038929630208,0.6182315788668896,0.6906830274856351,0.9354194089434585,0.9236605611310724,0.9468251689554336,1000
expanded_deterministic,workspace_full,0.7254520010922141,0.6919389223166954,0.7574163662462522,0.951431665239669,0.9408846425409,0.9605694945935964,1000
expanded_deterministic,workspace_late_late_full,0.7444779801841162,0.7127329562743008,0.7745070194098597,0.9538548392435915,0.9431464857085579,0.9636715791277537,1000
expanded_deterministic,workspace_late_late_single,0.694765173974099,0.6603445852565891,0.7267183255500828,0.9441973205593683,0.9335224982313931,0.9549679440812555,1000
expanded_deterministic,workspace_noise_single,0.694765173974099,0.6619586938066941,0.7307973364678367,0.9441973205593683,0.9329733614009902,0.9549563659418374,1000
high_quality_primary,baseline_output_confidence,0.6623465703971119,0.6286155790981867,0.6946944681744127,0.9134857689403595,0.8959718616206276,0.929160591248899,1000
high_quality_primary,combined_compact,0.7065478339350181,0.6741651893389947,0.7382927613275128,0.9310969847862859,0.9180350168129362,0.9438687412271255,1000
high_quality_primary,combined_full,0.7546841155234657,0.7255895609321308,0.7858184608954568,0.9446780074568104,0.9328392974327349,0.9548699348793142,1000
high_quality_primary,commitment_dynamics_full,0.6696953971119133,0.6395047000965401,0.7021182795201106,0.9218901593552484,0.9076759177417146,0.9348043105179532,1000
high_quality_primary,commitment_dynamics_single,0.6590636281588448,0.6275333923030836,0.6918087398616937,0.9199109911772227,0.9061180893685963,0.9328822357345069,1000
high_quality_primary,layer_l33_diff,0.54076940433213,0.5064662661071212,0.5739382874721498,0.8749470124356311,0.85479826222908,0.8949657598964932,1000
high_quality_primary,layer_l33_diff_in_full,0.7703339350180505,0.7416224159776115,0.7976761675852888,0.9473020015893072,0.9356266832548809,0.9577391452467622,1000
high_quality_primary,layer_l33_full,0.7423984657039711,0.7106924594162328,0.7719340480874015,0.9359731899864356,0.9219650216835097,0.948161183974932,1000
high_quality_primary,layer_l33_single,0.7346389891696752,0.700370037442452,0.765146679184206,0.93337011585507,0.91781921694072,0.9465475887723541,1000
high_quality_primary,workspace_compact,0.6680437725631769,0.6330480386243577,0.7015451111273691,0.9213927843777805,0.9072640661870665,0.9351905953467979,1000
high_quality_primary,workspace_full,0.7496547833935018,0.7196911139495185,0.7780974370652258,0.9439723519029326,0.9335298892517804,0.9542933064121426,1000
