label_regime,feature_set,real_roc_auc,perm_auc_mean,perm_auc_ci_low,perm_auc_ci_high,p_perm_ge_real,permutation_n
expanded_deterministic,baseline_output_confidence,0.6580084054368901,0.5017604956134977,0.4628401459768841,0.5383752827256797,0.0,500
expanded_deterministic,combined_compact,0.7231145624874804,0.500648583891978,0.4646321600339174,0.5373628671058032,0.0,500
expanded_deterministic,combined_full,0.7219671289462477,0.4993592069872868,0.4634497686657293,0.5343687948641652,0.0,500
expanded_deterministic,commitment_dynamics_full,0.6689226376968869,0.500133985231169,0.46347855174439073,0.5346599804352856,0.0,500
expanded_deterministic,commitment_dynamics_single,0.6632574276873769,0.5003662257799145,0.46591140257219593,0.539442055578569,0.0,500
expanded_deterministic,layer_l33_diff,0.5155943997463976,0.5001374975446867,0.4679599604038188,0.5364688413449477,0.178,500
expanded_deterministic,layer_l33_diff_in_full,0.680447537977133,0.5000357260239872,0.466956879836481,0.5347338829345516,0.0,500
expanded_deterministic,layer_l33_full,0.6774408731385808,0.5004362347843505,0.46664896896289515,0.5328955582653139,0.0,500
expanded_deterministic,layer_l33_single,0.667781038563491,0.5001570000252824,0.4627715673747693,0.5349502422251654,0.0,500
expanded_deterministic,workspace_compact,0.6983669492464862,0.498774844367171,0.4656642667802432,0.5326542082611325,0.0,500
expanded_deterministic,workspace_full,0.6996038437078829,0.5005309427819624,0.46538120076002887,0.5347027174726902,0.0,500
expanded_deterministic,workspace_late_late_full,0.6972720253757845,0.5005039722593355,0.4630406308161753,0.5384565268548069,0.0,500
expanded_deterministic,workspace_late_late_single,0.6914084454998239,0.500549371731516,0.46496909708649115,0.5372073315168877,0.0,500
expanded_deterministic,workspace_noise_single,0.6914084454998239,0.49984905220044684,0.46475813462312643,0.5328785412424566,0.0,500
high_quality_primary,baseline_output_confidence,0.7193798363672645,0.5010348717323341,0.4700860522309187,0.5308394169013252,0.0,500
high_quality_primary,combined_compact,0.7674571147720303,0.4993339467713207,0.4631892400759776,0.5301852601198791,0.0,500
high_quality_primary,combined_full,0.7667161851548006,0.5007337420456309,0.47012321419332903,0.5342899362911391,0.0,500
high_quality_primary,commitment_dynamics_full,0.6992306157291412,0.4993352216876196,0.46598869758985384,0.530492579617599,0.0,500
high_quality_primary,commitment_dynamics_single,0.6946483078719614,0.4991494497535162,0.46510327745874075,0.5312501847704781,0.0,500
high_quality_primary,layer_l33_diff,0.5427669748638242,0.4999135902382061,0.47066085009201575,0.5346987871665817,0.006,500
high_quality_primary,layer_l33_diff_in_full,0.7241801733886166,0.4980820380922818,0.4661367911280607,0.5299970251953023,0.0,500
high_quality_primary,layer_l33_full,0.6959657213809005,0.5000039577836413,0.46434719666230606,0.5322785710590304,0.0,500
high_quality_primary,layer_l33_single,0.6900770862434684,0.49907859766597934,0.4696551905722711,0.5334977790588531,0.0,500
high_quality_primary,workspace_compact,0.72250430515214,0.4996696377759547,0.46470860771749334,0.5332755925589232,0.0,500
high_quality_primary,workspace_full,0.7344996045911768,0.49967970776701187,0.47104013769096026,0.5312075027900341,0.0,500
high_quality_primary,workspace_late_late_full,0.7276575537866863,0.5009566824091114,0.46764530350398736,0.5336703546854098,0.0,500
high_quality_primary,workspace_late_late_single,0.7186444498643785,0.4986584369895716,0.46598024434048024,0.5302321456287,0.0,500
high_quality_primary,workspace_noise_single,0.7186444498643785,0.4996591723760745,0.46624871584517713,0.5326292654264873,0.0,500
primary_with_llm_judge,baseline_output_confidence,0.7179196421492434,0.5003513383448664,0.4690208242294169,0.5311016983529055,0.0,500
primary_with_llm_judge,combined_compact,0.765743091625503,0.5000291767846903,0.4695361289501778,0.531208456178586,0.0,500
primary_with_llm_judge,combined_full,0.7671296526775195,0.5001795854698726,0.4669377559468165,0.5328914591895624,0.0,500
primary_with_llm_judge,commitment_dynamics_full,0.6989152741131633,0.5000013791857273,0.4701552874625011,0.530835910087416,0.0,500
primary_with_llm_judge,commitment_dynamics_single,0.694128688353809,0.5001808872146902,0.46716634491812464,0.5341328646314457,0.0,500
primary_with_llm_judge,layer_l33_diff,0.541820857049612,0.49862852148708675,0.46665094800580437,0.5321684007898972,0.002,500
primary_with_llm_judge,layer_l33_diff_in_full,0.7246957217584988,0.5014264689342102,0.46814901474880566,0.5336672050653731,0.0,500
primary_with_llm_judge,layer_l33_full,0.6973848942286239,0.5000382115575026,0.4691921161466141,0.5324795012067876,0.0,500
primary_with_llm_judge,layer_l33_single,0.6898583753265886,0.4998610451941462,0.4677949069694975,0.5325686965404195,0.0,500
primary_with_llm_judge,workspace_compact,0.7226398499858947,0.5011264812878792,0.4677872550700748,0.534589120658469,0.0,500
primary_with_llm_judge,workspace_full,0.7368023173270348,0.4995430396294636,0.4705193058344351,0.5290127759062891,0.0,500
primary_with_llm_judge,workspace_late_late_full,0.7276347886692887,0.4996161807249575,0.46883685597281455,0.5302379095379544,0.0,500
