label_regime,feature_set,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,bootstrap_n_effective
expanded_deterministic,baseline_output_confidence,0.6580084054368901,0.6266382236078686,0.6912026913779693,0.9092826737815887,0.8922661827503104,0.925683638119923,1000
expanded_deterministic,combined_compact,0.7231145624874804,0.6932136164604276,0.7521934638626695,0.9319264580743852,0.9187588030654096,0.9449385615587922,1000
expanded_deterministic,combined_full,0.7219671289462477,0.6916886050726057,0.7508880259314356,0.9318428558952134,0.9183123139417281,0.9441199589306564,1000
expanded_deterministic,commitment_dynamics_full,0.6689226376968869,0.6393271368370472,0.6994238435395199,0.9174799118106567,0.9036735740930153,0.9315620562615524,1000
expanded_deterministic,commitment_dynamics_single,0.6632574276873769,0.6318844910338837,0.6947190312785286,0.9172007397776848,0.9030557022240269,0.9318975870495051,1000
expanded_deterministic,layer_l33_diff,0.5155943997463976,0.47999435981060834,0.5511044717148037,0.8543839282879893,0.8326039101372267,0.8762147034715836,1000
expanded_deterministic,layer_l33_diff_in_full,0.680447537977133,0.6468291245512295,0.7107588922966507,0.9233637410263237,0.9108908887982103,0.9353154933953315,1000
expanded_deterministic,layer_l33_full,0.6774408731385808,0.6450228190873266,0.7087200886292017,0.919947011879003,0.9056224939849408,0.9321431146732934,1000
expanded_deterministic,layer_l33_single,0.667781038563491,0.6331342159147021,0.6995180771670834,0.91753483882971,0.9041625684491653,0.9309325194714793,1000
expanded_deterministic,workspace_compact,0.6983669492464862,0.6678619177354412,0.7271183600845791,0.9267644715761387,0.9142553655108662,0.9382961023310271,1000
expanded_deterministic,workspace_full,0.6996038437078829,0.6691395456141562,0.7308976003441288,0.9276386068417477,0.9145863534557507,0.9403725136722499,1000
expanded_deterministic,workspace_late_late_full,0.6972720253757845,0.6684866376168018,0.7294624165167302,0.9263405387553648,0.9134224657733285,0.9390725382950355,1000
expanded_deterministic,workspace_late_late_single,0.6914084454998239,0.6610235309112651,0.7232842085940712,0.9247001025690713,0.9113691279120084,0.936440561114696,1000
expanded_deterministic,workspace_noise_single,0.6914084454998239,0.661364855237139,0.7234603700574644,0.9247001025690713,0.9120412882864468,0.9372544552939952,1000
high_quality_primary,baseline_output_confidence,0.7193798363672645,0.6901148793755297,0.7457314656433942,0.8976840053927779,0.8795163245116013,0.9142577487045037,1000
high_quality_primary,combined_compact,0.7674571147720303,0.7412478353377739,0.7933303976975504,0.9219223753474651,0.9059999358653372,0.9359913892684741,1000
high_quality_primary,combined_full,0.7667161851548006,0.740686151311603,0.7915572721648352,0.9235396558891489,0.9093780254900456,0.9368954770729473,1000
high_quality_primary,commitment_dynamics_full,0.6992306157291412,0.6700660076361735,0.7269068616460376,0.8986093046486002,0.8823610600947669,0.9126604297833023,1000
high_quality_primary,commitment_dynamics_single,0.6946483078719614,0.6658701618900874,0.7243178745887752,0.8955293741492665,0.8798676902739205,0.9118673779764221,1000
high_quality_primary,layer_l33_diff,0.5427669748638242,0.5116384854339894,0.571757410105694,0.8177548698297812,0.7925428377602245,0.8403725176283192,1000
high_quality_primary,layer_l33_diff_in_full,0.7241801733886166,0.6969194584618581,0.7519119272413923,0.9093917530708939,0.8953991814689719,0.9229725923871126,1000
high_quality_primary,layer_l33_full,0.6959657213809005,0.6699306024606413,0.723198511493574,0.8962465216308109,0.8812832170750634,0.9111964556365549,1000
high_quality_primary,layer_l33_single,0.6900770862434684,0.6621052132715957,0.718493876767345,0.8938765297258443,0.8755302945845498,0.9095171613930838,1000
high_quality_primary,workspace_compact,0.72250430515214,0.694965736577837,0.7495545180949277,0.9051173076005066,0.889454419470418,0.9199225830633653,1000
high_quality_primary,workspace_full,0.7344996045911768,0.7074572752116408,0.7597090729875448,0.9125262215685824,0.8981210320230896,0.9247020431307478,1000
high_quality_primary,workspace_late_late_full,0.7276575537866863,0.7021394516626702,0.7550354366662764,0.9100393378668721,0.8956475926495153,0.923391830610888,1000
high_quality_primary,workspace_late_late_single,0.7186444498643785,0.6900763552165323,0.7446834338539837,0.9064687146948964,0.8896070684196987,0.9204891424371485,1000
high_quality_primary,workspace_noise_single,0.7186444498643785,0.6909336679758971,0.7448598319280859,0.9064687146948964,0.8916361729812813,0.920484048183084,1000
primary_with_llm_judge,baseline_output_confidence,0.7179196421492434,0.6898832270667932,0.7470585373507156,0.8973080934511599,0.880077409546903,0.9143131328469174,1000
primary_with_llm_judge,combined_compact,0.765743091625503,0.7408115149940331,0.7906812984777636,0.9215869170179718,0.9073536468217865,0.9348110261945786,1000
primary_with_llm_judge,combined_full,0.7671296526775195,0.740900563747905,0.7923871905594825,0.9238095470507757,0.9103189092595104,0.9363483759606379,1000
primary_with_llm_judge,commitment_dynamics_full,0.6989152741131633,0.6696334297408377,0.7269896043437739,0.8984095985890388,0.8822624397000524,0.9137313900374631,1000
primary_with_llm_judge,commitment_dynamics_single,0.694128688353809,0.6647478870803825,0.7237990386737436,0.895485530044081,0.8788208158042472,0.9104377515205522,1000
primary_with_llm_judge,layer_l33_diff,0.541820857049612,0.5111976941681167,0.5731901823633131,0.8178770150182377,0.7955589732688645,0.8397105505549136,1000
primary_with_llm_judge,layer_l33_diff_in_full,0.7246957217584988,0.6975457333596339,0.7526840958737634,0.9096670048794716,0.8946803753641291,0.9233806068343112,1000
primary_with_llm_judge,layer_l33_full,0.6973848942286239,0.671071901153385,0.7262572977376796,0.8965931545139285,0.8803662139033718,0.9116271414690706,1000
