feature,mean_correct,mean_wrong,std_correct,std_wrong,cohen_d_wrong_minus_correct
first_content_token_prob,0.6645332817939946,0.6200606253206871,0.21878459709164197,0.22103515778625676,-0.20192049881679566
sequence_content_logprob_mean,-0.2545998236669857,-0.3241863682417865,0.11133615117003373,0.1583488141961784,-0.48451405740372366
workspace_noise_score,1.1513351565276442,1.8696835299069485,0.7064222657075494,0.7502548741286855,0.9770778247416331
late_entropy_topk_mean,1.132159492471322,1.7258093481228312,0.5995704093326117,0.6695692439269256,0.9190803497479266
late_effective_concepts_topk_mean,4.764716604711163,8.878403663928076,3.5853680055527937,5.613213749910937,0.8231455643620591
late_top1_dominance_topk_mean,0.6656883017697038,0.5251861647633088,0.1603330664470123,0.1683401378148614,-0.8485459445115402
late_top1_margin_mean,2.1300182481751824,1.5081631397637796,1.377205729723195,0.9553121191790896,-0.5545928103908107
late_distinct_top1_count,3.372262773722628,4.184251968503937,1.4590276506067257,1.4420470300976547,0.5607595055576728
late_top1_churn_rate,0.39103232533889465,0.5134983127109111,0.23876476852608047,0.23030698100674082,0.5249201182456548
late_top5_jaccard_adjacent_mean,0.5249788966681562,0.44201082007606185,0.1563655327215789,0.13356114417630868,-0.5844248047953258
