label_regime,feature_set,real_roc_auc,perm_auc_mean,perm_auc_ci_low,perm_auc_ci_high,p_perm_ge_real,permutation_n
expanded_deterministic,baseline_output_confidence,0.6162117019533597,0.4998698184995722,0.47550119695618137,0.5250628914001202,0.0,500
expanded_deterministic,combined_compact,0.7631904116072892,0.49997215370191694,0.47400633863392255,0.528291174382407,0.0,500
expanded_deterministic,combined_full,0.7734453223134478,0.49935266516174837,0.4741094225027762,0.5276931514081302,0.0,500
expanded_deterministic,commitment_dynamics_full,0.7223823979173873,0.499821587537092,0.4730634511933152,0.5267742713586135,0.0,500
expanded_deterministic,commitment_dynamics_single,0.7227112195299557,0.49998212530265246,0.4735915284629808,0.525104306994229,0.0,500
expanded_deterministic,layer_l33_diff,0.5178052920937176,0.5001149077934136,0.4721613535617411,0.5261624242231162,0.106,500
expanded_deterministic,layer_l33_diff_in_full,0.7681204602137227,0.4999013057290055,0.47581229747319365,0.5271673212757824,0.0,500
expanded_deterministic,layer_l33_full,0.7492945695508911,0.49946100790082104,0.4725721814640185,0.5263875930713077,0.0,500
expanded_deterministic,layer_l33_single,0.744877664706632,0.5004389893684804,0.47293197943784016,0.5260126340317852,0.0,500
expanded_deterministic,workspace_compact,0.7519240046603921,0.5009373600517013,0.47307081839034426,0.5292944500828312,0.0,500
expanded_deterministic,workspace_full,0.7657584060002547,0.5005856688390891,0.4728796410496805,0.5283670366004625,0.0,500
expanded_deterministic,workspace_late_late_full,0.7703277748448052,0.5011682019260527,0.4724621570697784,0.5278235422621106,0.0,500
expanded_deterministic,workspace_late_late_single,0.7569689701625675,0.4997245157561304,0.47145543955143726,0.5252286675556608,0.0,500
expanded_deterministic,workspace_noise_single,0.7569689701625675,0.500144410715261,0.47292176776319383,0.5288926960641532,0.0,500
high_quality_primary,baseline_output_confidence,0.6314668057003824,0.500152529255011,0.4714833014714402,0.5313700758892365,0.0,500
high_quality_primary,combined_compact,0.7625628548256286,0.5003456447688565,0.471219528443981,0.5272975900822616,0.0,500
high_quality_primary,combined_full,0.7750839995365543,0.500753523346078,0.47501610473873246,0.5271264337851929,0.0,500
high_quality_primary,commitment_dynamics_full,0.722167767350249,0.5005879898041942,0.4727165450121654,0.5274801876955161,0.0,500
high_quality_primary,commitment_dynamics_single,0.7237898273664698,0.49991043911481864,0.47107409338431233,0.5260810450700961,0.0,500
high_quality_primary,layer_l33_diff,0.5401193372726218,0.5009825489514541,0.4720817112733171,0.5286050573514077,0.006,500
high_quality_primary,layer_l33_diff_in_full,0.7760108909743946,0.5010693731896652,0.4739442706522998,0.5276313289305989,0.0,500
high_quality_primary,layer_l33_full,0.7498667593558104,0.5001776086200904,0.473514801297648,0.5288350712547794,0.0,500
high_quality_primary,layer_l33_single,0.7453539566678252,0.49804577685088636,0.47213845440852736,0.5218924226624956,0.0,500
high_quality_primary,workspace_compact,0.7477754605491832,0.4987387579654733,0.47042133008921333,0.5264136253041363,0.0,500
