label_regime,feature_set,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,bootstrap_n_effective
expanded_deterministic,baseline_output_confidence,0.6162117019533597,0.5902443486908563,0.6424637467821986,0.7806450291293816,0.756592193878571,0.8057275393823469,1000
expanded_deterministic,combined_compact,0.7631904116072892,0.7387287188612248,0.7851172603126121,0.8602934733485134,0.8394623578149583,0.8802122904168759,1000
expanded_deterministic,combined_full,0.7734453223134478,0.7510593947908507,0.7951380527948922,0.858643553051438,0.8367619252914146,0.87977732409835,1000
expanded_deterministic,commitment_dynamics_full,0.7223823979173873,0.700231055464188,0.7454448721012964,0.8380924575344564,0.8176880245212065,0.858689770014945,1000
expanded_deterministic,commitment_dynamics_single,0.7227112195299557,0.6998986138619947,0.7462781502923379,0.8402274570055458,0.8169614790786736,0.8602657195393515,1000
expanded_deterministic,layer_l33_diff,0.5178052920937176,0.49218475240097703,0.5425664959090225,0.6975243290770359,0.6712801829082327,0.725155515017351,1000
expanded_deterministic,layer_l33_diff_in_full,0.7681204602137227,0.7458104097756435,0.7896948350060606,0.8587496356211162,0.8382368682725331,0.8776036913950594,1000
expanded_deterministic,layer_l33_full,0.7492945695508911,0.7246684256700469,0.772465814152854,0.8354756122556728,0.809422115274839,0.8572987233024155,1000
expanded_deterministic,layer_l33_single,0.744877664706632,0.7210278810591502,0.7679617516271724,0.8355265604456186,0.8125026643999738,0.857812138849498,1000
expanded_deterministic,workspace_compact,0.7519240046603921,0.7278623592120352,0.7738069039569685,0.8502981995310736,0.8300523871621036,0.870454237657016,1000
expanded_deterministic,workspace_full,0.7657584060002547,0.7445312611591773,0.78751743385196,0.8490962491523661,0.8302047953057062,0.8714136587243527,1000
expanded_deterministic,workspace_late_late_full,0.7703277748448052,0.7468928562804082,0.7909040889820369,0.8544487376128314,0.8322440041105158,0.8761760133700957,1000
expanded_deterministic,workspace_late_late_single,0.7569689701625675,0.7358956410721856,0.7799140895036338,0.8524439582940004,0.831716105379082,0.8722709399553689,1000
expanded_deterministic,workspace_noise_single,0.7569689701625675,0.7357028800845631,0.778838252927598,0.8524439582940004,0.8320283160620544,0.8737808815927569,1000
high_quality_primary,baseline_output_confidence,0.6314668057003824,0.6055391534343497,0.6557723491885473,0.771566061753505,0.7466090354914321,0.7957148972326265,1000
high_quality_primary,combined_compact,0.7625628548256286,0.7415151101819473,0.783904619929913,0.8502512588346769,0.8308570305050452,0.8702891044023665,1000
high_quality_primary,combined_full,0.7750839995365543,0.7529998785257287,0.797550393886578,0.8545578182583161,0.8340169325086506,0.8750629535223038,1000
high_quality_primary,commitment_dynamics_full,0.722167767350249,0.6996921927865224,0.7440446334861877,0.8265851026592458,0.8047537206227524,0.8468008893278655,1000
high_quality_primary,commitment_dynamics_single,0.7237898273664698,0.6995271226045005,0.746111308768323,0.8283057703023156,0.8061365391987528,0.8504627643768652,1000
high_quality_primary,layer_l33_diff,0.5401193372726218,0.5145890318198141,0.5653109728432774,0.6909662592666669,0.6623784847725388,0.7192224971437536,1000
high_quality_primary,layer_l33_diff_in_full,0.7760108909743946,0.754842908441629,0.7957974366370958,0.8488296481807607,0.8250696032830463,0.8690755071329159,1000
high_quality_primary,layer_l33_full,0.7498667593558104,0.726649154915325,0.7722724440039148,0.8203072956930981,0.7954678307027881,0.8443811705098231,1000
high_quality_primary,layer_l33_single,0.7453539566678252,0.7234519057443786,0.767534207936381,0.8214949860636731,0.7973893100298398,0.8451404761105168,1000
high_quality_primary,workspace_compact,0.7477754605491832,0.7268803812412465,0.7692603819136214,0.8351304365834611,0.8141595277797473,0.8562954985180973,1000
high_quality_primary,workspace_full,0.7645104854593906,0.7434021037483135,0.7851646722200699,0.8439508032442057,0.8226173122618244,0.8637331071969653,1000
high_quality_primary,workspace_late_late_full,0.7721805121075194,0.7494930329759365,0.7927283483526045,0.8465825584610672,0.8247344960366896,0.8679658297993684,1000
high_quality_primary,workspace_late_late_single,0.7548534352913915,0.73194811237928,0.7768753945589839,0.8392133728091026,0.8171318536432538,0.8601810334971893,1000
high_quality_primary,workspace_noise_single,0.7548534352913915,0.7317281674321859,0.7768878757270905,0.8392133728091026,0.8156482324006724,0.8604646576008558,1000
primary_with_llm_judge,baseline_output_confidence,0.6303293292717973,0.6048459404911863,0.6552562849331843,0.7720407765994259,0.7491736875842709,0.7952570156010147,1000
primary_with_llm_judge,combined_compact,0.7616069889074086,0.7394376891134372,0.7820767172251455,0.8497562205725833,0.8276235480167009,0.8684108760283281,1000
primary_with_llm_judge,combined_full,0.7754135295131904,0.7548420994463085,0.7967650780590342,0.8534107773163563,0.8327102080068621,0.8734168276872014,1000
primary_with_llm_judge,commitment_dynamics_full,0.7229875280188517,0.7005892915104428,0.746675860617918,0.8272016495154794,0.8054336725640516,0.8492777706608604,1000
primary_with_llm_judge,commitment_dynamics_single,0.7233818035519283,0.7014824377277974,0.7453102272242094,0.8283714960645919,0.8056536022815319,0.8497055834755449,1000
primary_with_llm_judge,layer_l33_diff,0.535896315880223,0.5096698605343197,0.5615516928704204,0.6863279746379565,0.6564355550702387,0.7143264098445684,1000
primary_with_llm_judge,layer_l33_diff_in_full,0.7748755675613541,0.7529886430760234,0.7951895044891211,0.8481851547520952,0.8275309672025241,0.8693514803671417,1000
primary_with_llm_judge,layer_l33_full,0.7483659980458646,0.7247705118399511,0.7710972394606254,0.8181243504657412,0.7911561854592933,0.8441986296511893,1000
primary_with_llm_judge,layer_l33_single,0.7460083912868556,0.7236450169814207,0.7687033818445465,0.819172345672903,0.7928301522318049,0.8418396456057708,1000
primary_with_llm_judge,workspace_compact,0.7475004310592563,0.7256594839373779,0.7693769435936278,0.8352387969654065,0.8135282347659435,0.8569238922372231,1000
primary_with_llm_judge,workspace_full,0.7655060635668716,0.7446540085822319,0.7876347800176416,0.8433756951097625,0.8217485810939509,0.8651884755539857,1000
primary_with_llm_judge,workspace_late_late_full,0.7727283177194092,0.7521609533444144,0.794502675265537,0.8456479267460382,0.8236915310309405,0.8684903053673313,1000
primary_with_llm_judge,workspace_late_late_single,0.7549939651704121,0.7335026035112425,0.776629300294043,0.8406123523877909,0.8175255341749167,0.8605819192973738,1000
primary_with_llm_judge,workspace_noise_single,0.7549939651704121,0.7340343347422543,0.7766328713982993,0.8406123523877909,0.8192988864900944,0.860663261059437,1000
strict,baseline_output_confidence,0.5410080823684151,0.5009332965506416,0.5827109707389413,0.9352875440692288,0.9219326090809533,0.9472026638848915,1000
strict,combined_compact,0.7075320176189814,0.6699040469285592,0.7449376910234737,0.9602363282748516,0.9505424488662404,0.9690724439634332,1000
strict,combined_full,0.7499280956828325,0.710855498830184,0.7854846722340434,0.9661148718775856,0.9571121309038839,0.974216343375,1000
strict,commitment_dynamics_full,0.6806414188256813,0.6375946241864533,0.7245804621230266,0.9549799633746513,0.9440018097827991,0.9652759534262093,1000
strict,commitment_dynamics_single,0.6854145728237229,0.6453524547263984,0.7256675699610569,0.9566216256193267,0.9461596161116022,0.9661266703108509,1000
strict,layer_l33_diff,0.5606856278620342,0.520466086431729,0.6012286912424983,0.9388473812003807,0.9267171697660669,0.9510814871634347,1000
strict,layer_l33_diff_in_full,0.7771547865653651,0.7430498280155768,0.81006525429195,0.970346352981512,0.9617952453144542,0.9786203242606192,1000
strict,layer_l33_full,0.7417617042454248,0.7036557577564756,0.7817295969356941,0.9608817747443925,0.9502112177039049,0.9726413331516689,1000
strict,layer_l33_single,0.7373698855024738,0.6979976007546383,0.775472808654954,0.9600460532816546,0.9484264793976237,0.9715862623762819,1000
strict,workspace_compact,0.7124796809710476,0.6751268885880224,0.7499645256359101,0.9606906687966589,0.9511272623309498,0.9700638494845539,1000
strict,workspace_full,0.7538480928389764,0.7164155503826029,0.7880013161289594,0.9659774454820571,0.9564486543428876,0.9749125037804225,1000
strict,workspace_late_late_full,0.7690885764237863,0.732137317059324,0.8055667013305705,0.9675299864335555,0.9575585246950836,0.9764073093340581,1000
strict,workspace_late_late_single,0.7261818969166782,0.6871052068579041,0.7630359746411569,0.9628907626645641,0.9527273564909007,0.9721414434344835,1000
strict,workspace_noise_single,0.7261818969166782,0.6887748605860415,0.7623984551026695,0.9628907626645641,0.9537188524245359,0.9719287429704662,1000
