feature,mean_correct,mean_wrong,std_correct,std_wrong,cohen_d_wrong_minus_correct
first_content_token_prob,0.8300331872322656,0.5604734012151357,0.18155892004258709,0.22181590695646242,-1.3945604058888112
sequence_content_logprob_mean,-0.25994575402381603,-0.5257463144520669,0.16286615780647565,0.2848751991526922,-1.3075473627933587
workspace_noise_score,1.425119574668392,1.603080527355131,0.574685949135962,0.5205838102800945,0.3174776834023659
late_entropy_topk_mean,1.4200394540867605,1.5422028898967302,0.48572627938412805,0.4610251492757614,0.2549528725828117
late_effective_concepts_topk_mean,6.060347217957035,6.792661441619978,2.9611049805174807,3.122728205972839,0.2436381885496957
late_top1_dominance_topk_mean,0.5973868088452199,0.5633308398971184,0.13814378129743815,0.1283544059527945,-0.25122097601319426
late_top1_margin_mean,1.8091040462427745,1.5473359860248448,0.8951688193248202,0.7446702916769334,-0.30544171164119416
late_distinct_top1_count,4.034682080924855,4.096273291925466,1.26058460202272,1.2505643933943942,0.04896436989531756
late_top1_churn_rate,0.48587943848059456,0.5035492457852705,0.21172404256168845,0.20581866421750394,0.08408558344176432
late_top5_jaccard_adjacent_mean,0.42307813298729896,0.43256080900269006,0.10931051962813636,0.10497156174820003,0.08767887315118482
