example_id,readout_position,readout_prompt_token,n_workspace_layers,all_entropy_topk_mean,all_entropy_topk_std,all_entropy_topk_min,all_entropy_topk_max,all_entropy_topk_slope,all_entropy_topk_last3_slope,all_top1_dominance_last3_max_minus_mean,all_effective_concepts_topk_mean,all_top1_dominance_topk_mean,all_top1_margin_mean,all_distinct_top1_count,all_top1_churn_rate,all_top5_jaccard_adjacent_mean,all_answer_token_best_rank,all_answer_token_mean_rank,mid_entropy_topk_mean,mid_entropy_topk_std,mid_entropy_topk_min,mid_entropy_topk_max,mid_entropy_topk_slope,mid_entropy_topk_last3_slope,mid_top1_dominance_last3_max_minus_mean,mid_effective_concepts_topk_mean,mid_top1_dominance_topk_mean,mid_top1_margin_mean,mid_distinct_top1_count,mid_top1_churn_rate,mid_top5_jaccard_adjacent_mean,mid_answer_token_best_rank,mid_answer_token_mean_rank,late_entropy_topk_mean,late_entropy_topk_std,late_entropy_topk_min,late_entropy_topk_max,late_entropy_topk_slope,late_entropy_topk_last3_slope,late_top1_dominance_last3_max_minus_mean,late_effective_concepts_topk_mean,late_top1_dominance_topk_mean,late_top1_margin_mean,late_distinct_top1_count,late_top1_churn_rate,late_top5_jaccard_adjacent_mean,late_answer_token_best_rank,late_answer_token_mean_rank,late_late_entropy_topk_mean,late_late_entropy_topk_std,late_late_entropy_topk_min,late_late_entropy_topk_max,late_late_entropy_topk_slope,late_late_entropy_topk_last3_slope,late_late_top1_dominance_last3_max_minus_mean,late_late_effective_concepts_topk_mean,late_late_top1_dominance_topk_mean,late_late_top1_margin_mean,late_late_distinct_top1_count,late_late_top1_churn_rate,late_late_top5_jaccard_adjacent_mean,late_late_answer_token_best_rank,late_late_answer_token_mean_rank,workspace_noise_score,layer_l33_entropy_topk,layer_l33_top1_dominance_topk,layer_l33_top1_margin,layer_l33_answer_token_rank,layer_l34_entropy_topk,layer_l34_top1_dominance_topk,layer_l34_top1_margin,layer_l34_answer_token_rank,layer_l33_l34_entropy_diff
ex_00000_gsm8k-test-0,109, ,22,2.5546244274486196,0.7512193248611965,1.0873535871505737,3.5617616176605225,-0.04900519542274063,-0.22945094108581557,0.00965629518032074,16.53387367224022,0.3385010033168576,0.875,9,0.5714285714285714,0.3441043083900227,1,35552.954545454544,2.459563049403104,0.8079145878171455,1.0873535871505737,3.5617616176605225,-0.10162208405407977,0.07299625873565711,0.10418241222699481,15.640725745103891,0.40198489955880423,1.1988636363636365,4,0.5,0.3492063492063492,26646,58186.454545454544,2.4108524173498154,0.6372225448434533,1.4500828981399536,3.414910316467285,-0.1303771351064953,-0.22945094108581557,0.00965629518032074,13.745818936644325,0.3133659344166517,0.53125,4,0.5714285714285714,0.4302721088435374,1,826.25,2.2179298400878906,0.2376029415842172,1.9429702758789062,2.581407070159912,0.026470589637756076,-0.22945094108581557,0.00965629518032074,9.457926863573492,0.3018331080675125,0.225,3,0.75,0.5833333333333333,1,236.4,2.2179298400878906,2.581407070159912,0.23584777116775513,0.125,1,1.9429702758789062,0.25128352642059326,,1,0.6384367942810059
ex_00001_gsm8k-test-1,71, ,22,2.197498036918908,1.0346662055682903,0.0027843385469168425,3.6799798011779785,-0.06143594680252499,-0.13302864285651592,0.02450416485468543,13.249864828620781,0.4390879395333203,1.5710227272727273,12,0.7619047619047619,0.26643990929705214,1,26660.5,2.603911616585471,0.7402250729081561,1.1434051990509033,3.6799798011779785,0.11763456517999826,-0.2009137868881223,0.08788326879342395,16.89952368879278,0.3372370641339909,0.8693181818181818,8,0.9,0.2619047619047619,5427,44498.818181818184,1.5940926890762057,1.1785789970243064,0.0027843385469168425,3.002981424331665,-0.41444484559941036,-0.13302864285651592,0.02450416485468543,8.47914964224605,0.6165803596377373,2.921875,4,0.42857142857142855,0.2709750566893424,1,366.125,1.1513526314403861,1.2482305351007035,0.0027843385469168425,2.8547158241271973,-0.7673984384629877,-0.13302864285651592,0.02450416485468543,6.567863711928855,0.7094356417655945,3.8,3,0.5,0.1974206349206349,1,66.6,1.1513526314403861,0.14533516764640808,0.9809564352035522,5.5,1,0.0027843385469168425,0.9997259974479675,8.5,1,0.14255082909949124
ex_00002_gsm8k-test-2,102, ,22,2.6435197700153696,0.531235826025088,1.820610523223877,3.636122465133667,0.0065594171818067065,-0.174996852874756,0.07909440994262695,16.274447998289045,0.32647612961855804,0.9573863636363636,8,0.47619047619047616,0.34051398337112626,1,29108.0,2.42857441035184,0.30391855487159014,1.8751106262207031,2.9233908653259277,0.031349752166054554,0.304961442947388,0.09860250353813171,11.868663152329889,0.41555560447952966,1.2840909090909092,4,0.5,0.27182539682539686,15120,54149.72727272727,2.853692591190338,0.6439416538358326,1.820610523223877,3.636122465133667,-0.18111705780029272,-0.174996852874756,0.07909440994262695,20.94142299551721,0.23947408702224493,0.6953125,4,0.42857142857142855,0.4336734693877551,1,149.875,2.630060815811157,0.6650480574567554,1.820610523223877,3.580670118331909,-0.40548143386840874,-0.174996852874756,0.07909440994262695,17.32083399719462,0.236030974984169,0.5625,2,0.25,0.48214285714285715,1,5.6,2.630060815811157,2.3471577167510986,0.19103027880191803,0.125,2,1.820610523223877,0.33842945098876953,0.25,1,0.5265471935272217
ex_00003_gsm8k-test-3,80, ,22,2.4301733245057138,0.9858289855999942,0.022658927366137505,3.641873836517334,-0.005497503315768023,-0.8101710826158525,0.12314790487289429,16.32333146889803,0.3996582989665595,1.4772727272727273,12,0.6190476190476191,0.22524565381708234,1,31768.18181818182,2.5521118424155493,0.5315505926281359,1.7261815071105957,3.5682528018951416,0.13556833267211912,-0.3313117027282716,0.12573773165543875,14.854365349588056,0.34628060866485944,0.8465909090909091,5,0.5,0.27182539682539686,2224,53733.27272727273,2.3968836606945843,1.4719332386252288,0.022658927366137505,3.641873836517334,-0.5691552282133622,-0.8101710826158525,0.12314790487289429,21.289877084972115,0.42150255758315325,2.2734375,5,0.7142857142857143,0.1388888888888889,1,13063.625,1.7178315546363592,1.49433792374915,0.022658927366137505,3.5738565921783447,-1.0147303061559798,-0.8101710826158525,0.12314790487289429,13.550215096346829,0.5975540608167649,3.2875,3,0.5,0.125,1,684.2,1.7178315546363592,0.022658927366137505,0.997724711894989,7.25,1,0.08751282095909119,0.9878150224685669,5.25,1,-0.06485389359295368
ex_00004_gsm8k-test-4,156, ,22,2.8903015635230322,0.5853268611679815,1.4186466932296753,3.501948833465576,-0.026740479509686405,-0.15693783760070784,0.07264949878056842,20.63965851083418,0.2513252970847217,0.6051136363636364,16,0.8095238095238095,0.26889644746787605,3,24988.863636363636,2.993285049091686,0.29856660491776404,2.292708396911621,3.3096582889556885,-0.02382964220913976,0.2785066366195682,0.19815023740132648,20.780599032296838,0.2571550783785907,0.6306818181818182,8,0.8,0.21507936507936506,5149,42557.818181818184,2.772192895412445,0.867777804758347,1.4186466932296753,3.501948833465576,-0.33685036500294957,-0.15693783760070784,0.07264949878056842,21.52080855203185,0.23563062958419323,0.578125,6,0.7142857142857143,0.40249433106575966,3,122.875,2.337854337692261,0.837724956101578,1.4186466932296753,3.4468369483947754,-0.5457351446151738,-0.15693783760070784,0.07264949878056842,14.641358737776088,0.3037569522857666,0.675,3,0.5,0.4722222222222222,3,57.2,2.337854337692261,1.8451473712921143,0.33379560708999634,0.25,3,1.4186466932296753,0.4475528299808502,0.5,3,0.42650067806243896
ex_00005_gsm8k-test-5,101, ,22,1.9452064768834547,0.7940754973280911,0.3620547652244568,3.334125518798828,-0.06750649725360963,-0.5395789444446566,0.1960772077242533,9.418720677343607,0.5281340703368187,1.6392045454545454,7,0.38095238095238093,0.3433484504913076,1,4380.590909090909,2.0148350488055837,0.709820632855149,0.8553797602653503,3.017395496368408,-0.1256728416139429,0.15334442257881176,0.04080718755722046,9.344226099803732,0.5008810663765128,1.4886363636363635,4,0.5,0.31746031746031744,76,8469.90909090909,1.5893084108829498,0.8038829691216398,0.3620547652244568,3.334125518798828,-0.0761153783117021,-0.5395789444446566,0.1960772077242533,7.21259056815249,0.6562346313148737,2.2578125,2,0.14285714285714285,0.36848072562358275,1,2.5,1.6181051135063171,0.9614202668956991,0.3620547652244568,3.334125518798828,-0.37322599887847924,-0.5395789444446566,0.1960772077242533,8.506569918873524,0.6347633868455886,2.1125,1,0.0,0.48214285714285715,1,1.0,1.6181051135063171,1.594673752784729,0.6126213669776917,1.625,1,0.3620547652244568,0.9216535687446594,2.875,1,1.2326189875602722
ex_00006_gsm8k-test-6,87, ,22,2.602610301840204,0.9074092976130016,0.004393449518829584,3.646118402481079,-0.08864267944068531,-1.1675226136576387,0.21242768565813697,17.772799383542964,0.30078301104632293,0.8551136363636364,16,0.8571428571428571,0.2993197278911565,1,63759.40909090909,2.8558946306055244,0.5186383578574848,1.741934061050415,3.646118402481079,-0.07963119853626595,-0.5003710985183717,0.10302006204922992,19.629385287627727,0.2127529734914953,0.22727272727272727,10,0.9,0.2567460317460317,24776,106221.63636363637,2.0788118418422528,1.1709222635653906,0.004393449518829584,3.3998100757598877,-0.4659321595792698,-1.1675226136576387,0.21242768565813697,12.940525695560055,0.46275061927735806,1.9375,6,0.7142857142857143,0.4240362811791383,1,23642.0,1.424835662264377,1.0159825132875708,0.004393449518829584,2.3394386768341064,-0.6266751038841907,-1.1675226136576387,0.21242768565813697,6.186830642895042,0.6081552863121032,2.7,4,0.75,0.3611111111111111,1,6703.4,1.424835662264377,0.37778428196907043,0.9397708773612976,3.75,1,0.004393449518829584,0.9995394945144653,7.875,1,0.37339083245024085
ex_00007_gsm8k-test-7,114, ,22,2.70570861751383,0.6771443619708591,1.1024158000946045,3.611830949783325,0.002486643247319054,-0.6130486726760863,0.15969864527384442,18.126808621466747,0.32322328266772354,0.9801136363636364,11,0.5714285714285714,0.25510204081632654,2,54008.40909090909,2.6637109734795312,0.5182122918351825,1.4863317012786865,3.292504072189331,-0.008488659425215154,-0.30925881862640353,0.13535021742184955,16.08477596073054,0.3473189852454446,1.2159090909090908,6,0.6,0.24682539682539684,18334,76550.09090909091,2.848724067211151,0.7940679684071302,1.1024158000946045,3.611830949783325,-0.2534949438912526,-0.6130486726760863,0.15969864527384442,21.783157359514238,0.2999633215367794,0.8828125,4,0.42857142857142855,0.28968253968253965,2,5112.25,2.5998473167419434,0.908376288023093,1.1024158000946045,3.611830949783325,-0.5884252786636357,-0.6130486726760863,0.15969864527384442,18.924803045773775,0.3249934494495392,0.6625,2,0.25,0.3194444444444444,2,72.4,2.5998473167419434,2.4785666465759277,0.3391760587692261,0.5,2,1.1024158000946045,0.6034566164016724,0.75,2,1.3761508464813232
ex_00008_gsm8k-test-8,149, ,22,2.8313691995360633,0.6273999555536244,1.7360323667526245,3.591242790222168,-0.06074459582382107,-0.4042806029319762,0.14238578081130981,20.238437403982825,0.22586606002666734,0.5625,15,0.6666666666666666,0.3577097505668934,1,27221.31818181818,3.162582592530684,0.3702432779342137,2.539731025695801,3.591242790222168,0.0875592231750489,7.927417755159205e-05,0.03319861243168512,25.227167895667698,0.22318987277421085,0.8068181818181818,7,0.6,0.17896825396825394,14118,48710.545454545456,2.1413241177797318,0.3454112136126832,1.7360323667526245,2.74117112159729,0.05012199850309476,-0.4042806029319762,0.14238578081130981,9.058160641372528,0.26166001334786415,0.234375,5,0.5714285714285714,0.7142857142857143,1,1188.75,2.2569924354553224,0.38387444332363213,1.7360323667526245,2.74117112159729,0.006014895439147733,-0.4042806029319762,0.14238578081130981,10.253792161933175,0.25998773574829104,0.3,4,0.75,0.6666666666666666,1,163.8,2.2569924354553224,2.74117112159729,0.20890331268310547,0.5,1,1.7360323667526245,0.41185885667800903,0.75,1,1.0051387548446655
ex_00009_gsm8k-test-9,105, ,22,1.5151076391445135,1.0600498002018135,0.0007160159293562174,3.149918556213379,-0.1093362875293019,-0.04459924984257669,0.00986437002817786,7.507017246697305,0.6026555699380961,2.3806818181818183,6,0.3333333333333333,0.3038548752834466,1,5375.954545454545,1.9345162226395174,0.9889780446335471,0.08953537046909332,3.149918556213379,-0.2305028078230943,-0.38826598227024084,0.12765338023503625,10.124806370539433,0.4897333085536957,1.5795454545454546,3,0.3,0.41468253968253965,93,9503.636363636364,0.8068855926685501,0.9058197505705237,0.0007160159293562174,2.880943536758423,-0.26866787528186753,-0.04459924984257669,0.00986437002817786,3.8846456424354847,0.7921541389077902,3.875,3,0.2857142857142857,0.1904761904761905,1,6.125,0.25492269997484984,0.2713299120135904,0.0007160159293562174,0.757247805595398,-0.17153836186043925,-0.04459924984257669,0.00986437002817786,1.3431107169231353,0.957798981666565,5.45,1,0.0,0.18055555555555558,1,1.0,0.25492269997484984,0.1122075617313385,0.9851822257041931,5.375,1,0.0007160159293562174,0.9999414682388306,10.375,1,0.11149154580198228
