label_regime,feature_set,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,bootstrap_n_effective
expanded_deterministic,baseline_output_confidence,0.6909727700123056,0.6131607864722333,0.7645956302414565,0.9760359424095173,0.9637998710836947,0.9861452916986012,1000
expanded_deterministic,combined_compact,0.6954532546619127,0.6132168943851274,0.7689352327901635,0.9767280043401362,0.9653074459164448,0.9865069931458461,1000
expanded_deterministic,combined_full,0.7059603066923295,0.6290659479513377,0.7765711111145356,0.9776040800275465,0.9669911842827323,0.9869886997423402,1000
expanded_deterministic,commitment_dynamics_full,0.6102609409017764,0.5155404041826238,0.6972923959354006,0.9633445331436922,0.9439147476653751,0.9784913853540913,1000
expanded_deterministic,commitment_dynamics_single,0.5848925630265359,0.4942779034544656,0.6748112645193948,0.9597930002540365,0.9391348661462251,0.9773018750733634,1000
expanded_deterministic,layer_l33_diff,0.42321648313507715,0.3386729408696549,0.5051449420356681,0.9404589942453779,0.9157606751802752,0.9613989072794102,1000
expanded_deterministic,layer_l33_diff_in_full,0.6229451298393966,0.5209313246043842,0.7248042098276056,0.9623269274505521,0.94407219819248,0.9791162575679915,1000
expanded_deterministic,layer_l33_full,0.6332313129082131,0.5204255968529571,0.729730348396416,0.9611022076078499,0.9407802155033043,0.9793123273359984,1000
expanded_deterministic,layer_l33_single,0.6183068816457894,0.5191235756082538,0.7214025185736658,0.9590288558585633,0.9375376584424167,0.9783414758429588,1000
expanded_deterministic,workspace_compact,0.6116492600889787,0.5174787511146327,0.6943068699253896,0.9643741225276358,0.9467144954005331,0.9782707846781741,1000
expanded_deterministic,workspace_full,0.652415359858644,0.5716461221262412,0.7208995021128823,0.9723490696866475,0.9584453519758425,0.9833405867969908,1000
expanded_deterministic,workspace_late_late_full,0.6235130785977976,0.5265879995514383,0.7135014354536556,0.9609780524792331,0.9395484431822676,0.9780217685404894,1000
expanded_deterministic,workspace_late_late_single,0.6223771810809958,0.5223396019113343,0.7197969279237576,0.962578476140984,0.9434951764207767,0.978379564254131,1000
expanded_deterministic,workspace_noise_single,0.6223771810809958,0.5132661759932796,0.7213266308556695,0.962578476140984,0.9441503759869073,0.9784059779397687,1000
high_quality_primary,baseline_output_confidence,0.7432819011149905,0.6810706284491554,0.8064026726364326,0.9640624688990223,0.9482873359242187,0.9782436623284934,1000
high_quality_primary,combined_compact,0.7527874760671247,0.6924886422478204,0.8065156555370926,0.9671503997482618,0.9531614608501753,0.9795787901409445,1000
high_quality_primary,combined_full,0.7523820250028156,0.6903785514696212,0.8051687155742051,0.968210360597007,0.9556517413771087,0.9794574827891334,1000
high_quality_primary,commitment_dynamics_full,0.5652438337650637,0.4925700258516282,0.6389817935357152,0.9269080687398821,0.9011156394290032,0.9522422972271172,1000
high_quality_primary,commitment_dynamics_single,0.5757630363779705,0.5010043300973352,0.6507171705944822,0.9224186177363023,0.8942051114487481,0.9506742302596217,1000
high_quality_primary,layer_l33_diff,0.5813717761009123,0.5110051270181555,0.6481613455929696,0.9256500605263892,0.9003381293033356,0.9519698715263732,1000
high_quality_primary,layer_l33_diff_in_full,0.6508165333934002,0.5825735910069897,0.7245459530808599,0.9416648956728336,0.9180234785209486,0.9650955741318756,1000
high_quality_primary,layer_l33_full,0.5795021961932649,0.5017026802439775,0.6494954234735255,0.9270368007985241,0.8982939507488724,0.9530414485448179,1000
high_quality_primary,layer_l33_single,0.6023426061493411,0.5263985265227467,0.6864939187808827,0.9305678321997022,0.9060304936185697,0.9551259545652522,1000
high_quality_primary,workspace_compact,0.5748169838945828,0.5021779384325489,0.6406331823098483,0.929066480606058,0.9035873860052693,0.9533872454713771,1000
high_quality_primary,workspace_full,0.6505687577429891,0.5815113940973167,0.7165751187121909,0.9471482537096702,0.9263077996598352,0.9650428655442486,1000
high_quality_primary,workspace_late_late_full,0.6666291249014529,0.5918291284971857,0.7379611538106667,0.9421037484639477,0.9180538652112509,0.9634817591335891,1000
high_quality_primary,workspace_late_late_single,0.6173893456470323,0.5445452973686267,0.6922679631143698,0.9305086150992913,0.9050353089683852,0.9565396028915409,1000
high_quality_primary,workspace_noise_single,0.6173893456470323,0.5364515473216133,0.6965748636047965,0.9305086150992913,0.9046149775569172,0.956373664632319,1000
primary_with_llm_judge,baseline_output_confidence,0.7432819011149905,0.6788338129858579,0.8027677722375629,0.9640624688990223,0.9478397912033446,0.9777033739986593,1000
primary_with_llm_judge,combined_compact,0.7527874760671247,0.6944889204663222,0.806766561566459,0.9671503997482618,0.9514479612688089,0.9797154915403619,1000
primary_with_llm_judge,combined_full,0.7523820250028156,0.695401597902439,0.8092628672334055,0.968210360597007,0.955878193912577,0.9802452581369726,1000
primary_with_llm_judge,commitment_dynamics_full,0.5652438337650637,0.49375976739227984,0.6371931278239396,0.9269080687398821,0.9016222857416079,0.9513046621010932,1000
primary_with_llm_judge,commitment_dynamics_single,0.5757630363779705,0.5011233368987239,0.6448121148670888,0.9224186177363023,0.8943192659501907,0.9506648913669455,1000
primary_with_llm_judge,layer_l33_diff,0.5813717761009123,0.5085278431428363,0.649521240841691,0.9256500605263892,0.8960339625838422,0.9510547542268444,1000
primary_with_llm_judge,layer_l33_diff_in_full,0.6508165333934002,0.5703448604556322,0.7189024073603011,0.9416648956728336,0.9162723505894121,0.96264388395293,1000
primary_with_llm_judge,layer_l33_full,0.5795021961932649,0.5057114105280789,0.6447403256253396,0.9270368007985241,0.8997509905835077,0.9512268401253222,1000
primary_with_llm_judge,layer_l33_single,0.6023426061493411,0.5284176125264739,0.6749895915542937,0.9305678321997022,0.9036802822127483,0.955021144288811,1000
primary_with_llm_judge,workspace_compact,0.5748169838945828,0.5059680123611019,0.6445590285686542,0.929066480606058,0.9048585487099393,0.953253426742813,1000
primary_with_llm_judge,workspace_full,0.6505687577429891,0.5760268093613895,0.7188007894757948,0.9471482537096702,0.9261055227973739,0.964980213727581,1000
primary_with_llm_judge,workspace_late_late_full,0.6666291249014529,0.5854300738631907,0.7422363377312614,0.9421037484639477,0.9193405922242233,0.9643475307657148,1000
primary_with_llm_judge,workspace_late_late_single,0.6173893456470323,0.542486443969795,0.6926726918456666,0.9305086150992913,0.9027807412600832,0.955846022013679,1000
primary_with_llm_judge,workspace_noise_single,0.6173893456470323,0.5342688830280254,0.6913109105969759,0.9305086150992913,0.9037132753153815,0.9554757984219268,1000
strict,baseline_output_confidence,0.8042831076538941,0.6714564700554737,0.905478855721393,0.9955242726303211,0.9906168547172666,0.9988076225053545,1000
strict,combined_compact,0.7988091808316529,0.6475450101784634,0.910710602310231,0.9951465448794014,0.9892786539091177,0.9989975142631785,1000
strict,combined_full,0.707192931912033,0.5335442498119587,0.879564989207028,0.9921201984029604,0.9842869781189354,0.9979250057371218,1000
strict,commitment_dynamics_full,0.672428694900605,0.488118958006219,0.840265074356063,0.9901453877382761,0.9799025686046916,0.9976091401638367,1000
strict,commitment_dynamics_single,0.5858062037837318,0.40011195958646617,0.7750204586876495,0.9852772245894885,0.9712352788591938,0.9963355032785601,1000
strict,layer_l33_diff,0.5436473638720829,0.40570734291505434,0.6687535378693535,0.9882362874071944,0.9791974811305494,0.995546833840256,1000
strict,layer_l33_diff_in_full,0.7084413713627197,0.5339856775472034,0.8678997375345309,0.9901401967530121,0.9786863384926955,0.9983154304188973,1000
strict,layer_l33_full,0.676077979448766,0.5008524335031127,0.840287836157037,0.9883983060182737,0.9754064590419513,0.9978502271023492,1000
strict,layer_l33_single,0.6751176414097763,0.48478710280580634,0.830846568473688,0.9882355941039185,0.9754897598528868,0.9977685055413709,1000
strict,workspace_compact,0.6560069144338807,0.4741009134467203,0.816418439716312,0.9889008419707535,0.9777862761553562,0.9970856144118332,1000
strict,workspace_full,0.5970421588399115,0.4101872888743598,0.7635813383697267,0.9851949948621104,0.9709385734871978,0.9964066677360668,1000
strict,workspace_late_late_full,0.6844329203879765,0.47555391749911347,0.8726196488370943,0.9877362015203496,0.9742701183700305,0.9979820861264125,1000
strict,workspace_late_late_single,0.6816479400749064,0.4890069918833025,0.8361947268281327,0.9877723614267003,0.9727675519285459,0.9977221089614732,1000
strict,workspace_noise_single,0.6816479400749064,0.487496765010352,0.8393728420119447,0.9877723614267003,0.9749050128100315,0.9978403557366475,1000
