feature,mean_correct,mean_wrong,std_correct,std_wrong,cohen_d_wrong_minus_correct
first_content_token_prob,0.7328800957936507,0.6054764531137656,0.2107083223808035,0.1804727345291236,-0.6951838423812976
sequence_content_logprob_mean,-0.20575711168166846,-0.2580952620226509,0.0745172190184583,0.10354522451603948,-0.5162652371880136
workspace_noise_score,1.406224398072809,1.682293254182293,0.7101637405194803,0.6765305822958355,0.40629353682044717
late_entropy_topk_mean,1.4404586315289354,1.6116420049334736,0.6317148373979192,0.5939842756940016,0.2865882555547477
late_effective_concepts_topk_mean,6.574549356701781,7.469687182333377,4.697174360392695,4.340224846961464,0.20474375476321047
late_top1_dominance_topk_mean,0.583256763062225,0.5436118559408687,0.16372508241649544,0.15360871168645085,-0.2565970520905324
late_top1_margin_mean,1.5747596153846153,1.4370195827232797,0.9012163729281856,0.813695394127571,-0.16765473320088786
late_distinct_top1_count,3.9384615384615387,3.8872620790629577,1.4348009778899127,1.4029290578920175,-0.036422964415720446
late_top1_churn_rate,0.4747252747252747,0.47061284250156865,0.23838809827739718,0.22817359928752184,-0.017952906138772404
late_top5_jaccard_adjacent_mean,0.49658991801848945,0.48620282666507303,0.14220194462560423,0.1391103210390437,-0.07452448169448697
